iter,rsq,rank_all,rank_avg,rank_top3,rank_bot3,noise,N,d
63,0.9938540275883415,FALSE,0.8,FALSE,TRUE,0.7469431492500007,1112,3
64,0.9938448078575192,FALSE,0.8,TRUE,FALSE,1.122605801327154,641,5
65,0.9951345934958564,FALSE,0.8,TRUE,FALSE,0.9790841422509402,548,6
66,0.9856492155002632,FALSE,0.8,FALSE,TRUE,0.9219110226258636,469,2
67,0.995953290855139,TRUE,1,TRUE,TRUE,0.9374253805726767,1564,13
68,0.98696161141432,FALSE,0.8,FALSE,TRUE,0.8985672891139984,383,2
69,0.9920394443767832,TRUE,1,TRUE,TRUE,0.7748293844051659,1075,19
70,0.9877468019513508,FALSE,0.6,TRUE,FALSE,0.935854273615405,1384,5
71,0.9976917392985553,TRUE,1,TRUE,TRUE,1.3395171414595097,997,18
72,0.9971045181070226,TRUE,1,TRUE,TRUE,0.9400521374773234,1927,12
73,0.9751756623782735,FALSE,0.7,TRUE,FALSE,1.1527325280476362,549,1
74,0.9861258621945544,FALSE,0.8,FALSE,TRUE,1.4795287984889,417,7
75,0.9965305790112121,FALSE,0.8,FALSE,TRUE,1.3344225974287838,1186,6
76,0.9859493048620261,FALSE,0.8,FALSE,TRUE,0.9065749957226217,717,10
77,0.9982008032360377,TRUE,1,TRUE,TRUE,1.2337549412623048,694,17
78,0.9909203740436083,FALSE,0.8,FALSE,TRUE,0.9198271313216537,689,5
79,0.9918590533434434,FALSE,0.6,FALSE,TRUE,1.2541282237507403,327,4
80,0.9927106868933196,FALSE,0.8,TRUE,FALSE,1.255106525029987,1441,10
81,0.9973175345030346,TRUE,1,TRUE,TRUE,1.213918467052281,1418,4
82,0.9687331446913616,FALSE,0.8,TRUE,TRUE,0.7083735747728497,880,2
83,0.9943548747880011,FALSE,0.7,TRUE,TRUE,1.1438449297565967,674,2
84,0.9938780870117283,TRUE,1,TRUE,TRUE,1.4421591537538916,1751,8
85,0.9943715927939121,FALSE,0.6,FALSE,FALSE,1.486173547571525,788,19
86,0.9927733913501148,FALSE,0.8,TRUE,TRUE,1.411494682310149,1358,4
87,0.9728597469796958,TRUE,1,TRUE,TRUE,0.5440508604515344,1388,18
88,0.998496239202217,TRUE,1,TRUE,TRUE,0.9919425055850297,1465,14
89,0.9989357521437586,FALSE,0.6,TRUE,FALSE,1.4111019431147724,1203,6
90,0.9949339923781542,FALSE,0.8,TRUE,TRUE,1.0226351681631058,1807,14
91,0.9895218987845039,FALSE,0.6,FALSE,TRUE,0.8826232922729105,1555,11
92,0.9894583969403682,FALSE,0.8,TRUE,FALSE,1.0790374248754233,507,5
93,0.9857112481031652,FALSE,0.8,TRUE,FALSE,0.7090775710530579,1352,9
94,0.991885266274443,FALSE,0.8,TRUE,TRUE,1.247867913916707,1828,15
95,0.9749051876383731,TRUE,1,TRUE,TRUE,0.5020869981963187,1644,5
96,0.9923320680666515,TRUE,1,TRUE,TRUE,1.1684012580662966,833,4
97,0.99049227064929,TRUE,1,TRUE,TRUE,0.7982623458374292,1527,7
98,0.9962607988993563,TRUE,1,TRUE,TRUE,0.7769166526850313,1274,13
99,0.9932755684559895,FALSE,0.8,TRUE,TRUE,0.763337004929781,1851,14
100,0.993261780760451,FALSE,0.8,TRUE,TRUE,1.0835063024424016,819,20
101,0.9834792915995244,FALSE,0.8,TRUE,FALSE,0.522108918055892,489,17
102,0.9977061870773389,FALSE,0.8,TRUE,TRUE,1.2007762328721583,1102,20
103,0.9730859606706884,FALSE,0.6,FALSE,TRUE,1.0907841429580003,1437,1
104,0.9887144799094427,FALSE,0.8,TRUE,FALSE,0.546652285149321,520,13
105,0.9864211763031657,TRUE,1,TRUE,TRUE,1.4802073596511036,928,10
106,0.9939671098672795,FALSE,0.8,TRUE,FALSE,1.0832965190056711,1978,10
107,0.9935196111957331,TRUE,1,TRUE,TRUE,1.2238762637134641,909,13
108,0.9601589592968929,TRUE,1,TRUE,TRUE,0.6789212850853801,512,16
109,0.9985798769553947,FALSE,0.8,TRUE,FALSE,0.8295685246121138,1369,17
110,0.9812465503799842,TRUE,1,TRUE,TRUE,0.5515021844767034,1674,10
111,0.9956989119665659,FALSE,0.7,TRUE,FALSE,1.1960142066236585,378,9
112,0.9978298262064607,FALSE,0.8,TRUE,FALSE,0.7663360792212188,1686,9
113,0.9967511905053341,TRUE,1,TRUE,TRUE,1.329414450796321,974,19
114,0.9824934814289558,FALSE,0.8,TRUE,TRUE,0.9012315766885877,1157,2
115,0.9840365172219142,FALSE,0.6,FALSE,TRUE,0.5552885143551975,823,7
116,0.9800842391777064,FALSE,0.8,TRUE,FALSE,0.8272147853858769,722,11
117,0.996994491120802,TRUE,1,TRUE,TRUE,0.9974317571613938,933,20
118,0.9959959024524796,FALSE,0.8,TRUE,TRUE,0.9688421578612179,572,7
119,0.9969553540275418,TRUE,1,TRUE,TRUE,1.4723505219444633,1113,17
120,0.9884993187893011,FALSE,0.8,TRUE,TRUE,0.9128417724277824,1626,14
121,0.9868123757533329,FALSE,0.6,FALSE,FALSE,0.9380844226107001,1495,1
122,0.9822246919640614,FALSE,0.8,FALSE,TRUE,1.33404056658037,783,1
123,0.9977023549874339,TRUE,1,TRUE,TRUE,1.2553616971708834,758,17
124,0.9937130649416246,TRUE,1,TRUE,TRUE,0.8311516768299043,594,4
125,0.9838156003901365,FALSE,0.6,TRUE,FALSE,0.996528338175267,1800,1
126,0.9822913434641624,FALSE,0.5,FALSE,FALSE,1.1116747178602964,303,17
127,0.9972372843703176,FALSE,0.8,FALSE,TRUE,1.3823406868614256,1302,2
128,0.9824724234966832,FALSE,0.8,TRUE,TRUE,0.5851503862068057,1914,4
129,0.9936668122620445,FALSE,0.6,FALSE,FALSE,0.9057819393929094,1604,17
130,0.9851055294445398,TRUE,1,TRUE,TRUE,0.7156528646592051,1524,13
131,0.9893669315931878,FALSE,0.6,TRUE,TRUE,1.1340993689373136,1266,3
132,0.9692973394445765,TRUE,1,TRUE,TRUE,1.00914664613083,466,1
133,0.9396260686233211,FALSE,0.8,TRUE,TRUE,0.6423743106424809,1188,16
134,0.9957088032444396,TRUE,1,TRUE,TRUE,0.9720612189266831,1505,6
135,0.9886727737830102,FALSE,0.5,FALSE,TRUE,1.1422664439305663,1694,1
136,0.980892810616304,FALSE,0.6,TRUE,FALSE,0.5414838278666139,738,3
137,0.9965110446267161,TRUE,1,TRUE,TRUE,1.1304550387430936,942,14
138,0.9870033778966056,FALSE,0.8,FALSE,TRUE,1.2800717682112008,1171,5
139,0.9738210297403833,FALSE,0.6,FALSE,TRUE,0.5666242863517255,1305,1
140,0.9793266908663644,FALSE,0.8,TRUE,TRUE,0.5525225934106857,1814,5
141,0.9932198931264595,FALSE,0.8,TRUE,TRUE,0.9264181186445057,1604,8
142,0.9979712311874367,TRUE,1,TRUE,TRUE,0.8378040881361812,1018,10
143,0.9920270480282309,FALSE,0.8,TRUE,TRUE,0.703767360188067,707,8
144,0.9943159337671201,FALSE,0.8,TRUE,FALSE,1.0177886267192662,1894,7
145,0.9073101534816149,FALSE,0.8,FALSE,TRUE,0.70857381564565,1554,1
146,0.9954665203760086,TRUE,1,TRUE,TRUE,0.9287440709304065,759,6
147,0.9828555591708071,FALSE,0.4,FALSE,FALSE,1.2809353787451982,550,4
148,0.9867568737749575,TRUE,1,TRUE,TRUE,0.9480795711278915,826,14
149,0.9977657911695244,FALSE,0.7,FALSE,TRUE,0.7245690904092044,1843,17
150,0.9909582958627873,FALSE,0.8,TRUE,TRUE,1.2133194871712476,806,20
151,0.9918473435323735,FALSE,0.8,FALSE,TRUE,0.700505283428356,1743,17
152,0.9907107764941285,FALSE,0.8,TRUE,FALSE,0.6952918628230691,445,8
153,0.9979014584537509,FALSE,0.8,FALSE,TRUE,1.0505706563126296,1527,8
154,0.9948098166104637,FALSE,0.6,TRUE,TRUE,0.9008561770897359,667,1
155,0.9958821992991503,FALSE,0.6,TRUE,FALSE,1.4928543628193438,1482,10
156,0.9955374450696063,FALSE,0.8,TRUE,TRUE,0.5086417873390019,478,19
157,0.9928322074110622,TRUE,1,TRUE,TRUE,1.2581488632131368,452,3
158,0.9964362320994378,TRUE,1,TRUE,TRUE,1.4373416602611542,1659,19
159,0.9658991423313398,FALSE,0.8,TRUE,FALSE,0.6114929236937314,630,3
160,0.9971544585181227,FALSE,0.8,TRUE,TRUE,1.2146512479521334,771,11
161,0.9902994030773165,FALSE,0.6,FALSE,TRUE,0.5670597390271723,1312,16
162,0.9960104964240313,FALSE,0.7,TRUE,TRUE,1.0819808666128665,774,18
163,0.9980386268181826,TRUE,1,TRUE,TRUE,0.8120520988013595,1872,19
164,0.9691894636499225,FALSE,0.6,FALSE,TRUE,0.8386904334183782,411,1
165,0.9750139612197158,FALSE,0.5,TRUE,FALSE,0.5613005191553384,333,6
166,0.9662225305576877,FALSE,0.4,FALSE,FALSE,0.8764399741776288,1314,1
167,0.998343636215288,FALSE,0.6,FALSE,FALSE,1.0801131734624505,648,13
168,0.998556413833035,TRUE,1,TRUE,TRUE,0.897264453349635,1391,20
169,0.9814862359038503,FALSE,0.8,FALSE,TRUE,0.7398572631645948,463,10
170,0.9855242906951157,TRUE,1,TRUE,TRUE,1.4908270938321948,1917,2
171,0.9873886160493367,FALSE,0.8,TRUE,TRUE,1.43984111584723,605,14
172,0.9206427129674125,FALSE,0.7,FALSE,TRUE,0.5549035905860364,1451,9
173,0.9974777842247355,FALSE,0.8,TRUE,TRUE,1.4945142378564924,441,20
174,0.9979355317229381,FALSE,0.8,TRUE,TRUE,1.1696606180630624,762,14
175,0.9916065085116195,FALSE,0.8,TRUE,TRUE,0.8913472006097436,833,16
176,0.9785888301967726,FALSE,0.6,TRUE,FALSE,0.5681689698249102,1888,2
177,0.9893303291338076,FALSE,0.7,FALSE,TRUE,0.9856699272058904,1583,10
178,0.9908740772563583,FALSE,0.8,FALSE,TRUE,1.158117646118626,456,11
179,0.9211559605591578,TRUE,1,TRUE,TRUE,0.5392735870555043,1393,12
180,0.9961729252633599,TRUE,1,TRUE,TRUE,0.7171933792997152,592,11
181,0.9871699269042801,FALSE,0.7,TRUE,FALSE,0.501265695784241,643,15
182,0.9383085273444803,FALSE,0.8,TRUE,TRUE,0.5689042513258755,664,16
183,0.9990192834090924,FALSE,0.8,TRUE,TRUE,1.005137980217114,770,19
184,0.9955587507872022,FALSE,0.6,FALSE,FALSE,1.1647210037335753,1466,5
185,0.9519483950562074,TRUE,1,TRUE,TRUE,0.5608910517767072,1941,20
186,0.9972027905232752,TRUE,1,TRUE,TRUE,1.4467883056495339,1724,18
187,0.9839996242930954,FALSE,0.8,TRUE,TRUE,1.3080303014721721,783,2
188,0.9753127932449964,FALSE,0.6,TRUE,TRUE,0.822429062332958,380,1
189,0.9912780147420532,FALSE,0.8,FALSE,TRUE,1.250972107052803,554,14
190,0.9910328950726502,TRUE,1,TRUE,TRUE,1.0797116502653807,813,6
191,0.9900217776890998,TRUE,1,TRUE,TRUE,1.3771207020618021,1655,4
192,0.9879120227226693,FALSE,0.8,FALSE,TRUE,0.6268866022583097,1304,20
193,0.9887539928281225,TRUE,1,TRUE,TRUE,0.7106975626666099,488,18
194,0.9985212512691934,TRUE,1,TRUE,TRUE,1.4407748205121607,1035,8
195,0.9946863970827573,FALSE,0.8,TRUE,TRUE,1.0054605591576546,1142,12
196,0.997870090066529,FALSE,0.8,FALSE,TRUE,0.9351015193387866,1584,4
197,0.9977931027331416,TRUE,1,TRUE,TRUE,1.3674600610975176,617,10
198,0.9936572879585239,FALSE,0.8,TRUE,TRUE,0.6170892058871686,916,10
199,0.9914871370619689,TRUE,1,TRUE,TRUE,0.9533984905574471,1140,18
200,0.9899897286577893,FALSE,0.8,TRUE,FALSE,0.9456292162649333,1015,19
201,0.9935715939677603,TRUE,1,TRUE,TRUE,1.2718383092433214,747,9
202,0.9950793518951513,TRUE,1,TRUE,TRUE,1.0424067131243646,522,16
203,0.9940485526283594,TRUE,1,TRUE,TRUE,0.7483141352422535,707,5
204,0.9940411049568377,FALSE,0.6,FALSE,TRUE,0.9214612408541143,350,3
205,0.9868809623031021,FALSE,0.8,TRUE,TRUE,1.2953249672427773,1735,2
206,0.9911163146631147,TRUE,1,TRUE,TRUE,0.7505834721960127,425,17
207,0.9986511681561624,FALSE,0.8,FALSE,TRUE,1.0367581704631448,1364,13
208,0.9954628658452206,TRUE,1,TRUE,TRUE,1.137182577047497,1914,16
209,0.9885882768497196,FALSE,0.4,FALSE,FALSE,1.3769859035965055,454,3
210,0.9801993906611719,FALSE,0.7,TRUE,TRUE,1.3944894596934319,1766,1
211,0.9993595162395591,TRUE,1,TRUE,TRUE,1.4217545948922634,1148,20
212,0.9955375499653477,TRUE,1,TRUE,TRUE,1.2139114292804152,961,17
213,0.9925478132792201,FALSE,0.4,FALSE,FALSE,1.3581052757799625,531,5
214,0.9863112484467802,FALSE,0.8,TRUE,TRUE,1.3397807176224887,1300,1
215,0.9853538182447366,FALSE,0.8,TRUE,TRUE,0.6565960051957518,377,19
216,0.9791988553351112,FALSE,0.8,TRUE,FALSE,1.0436570951715112,506,1
217,0.9830280142670295,FALSE,0.6,FALSE,FALSE,0.9749799671117216,583,1
218,0.996340951627017,FALSE,0.8,TRUE,TRUE,1.1790592095348984,632,11
219,0.9949077320658267,TRUE,1,TRUE,TRUE,0.7759398207999766,879,16
220,0.9903665010558431,FALSE,0.7,FALSE,TRUE,1.1833392423577607,317,10
221,0.9957700267942077,FALSE,0.6,FALSE,FALSE,1.2173937438055873,1238,7
222,0.9989109695376842,TRUE,1,TRUE,TRUE,1.0984199573285878,332,16
223,0.9977856531827723,TRUE,1,TRUE,TRUE,0.967258426360786,1883,18
224,0.984737308771231,FALSE,0.8,TRUE,TRUE,1.4710408267565072,737,1
225,0.9887894666142747,FALSE,0.6,TRUE,FALSE,1.2681095281150192,933,3
226,0.9970626579080344,FALSE,0.8,TRUE,TRUE,1.4470490955282003,381,11
227,0.950619665205022,FALSE,0.8,FALSE,TRUE,0.5502887812908739,549,5
228,0.9978316937914865,FALSE,0.6,TRUE,FALSE,0.9422525404952466,1500,12
229,0.9462726180898015,TRUE,1,TRUE,TRUE,0.6715179951861501,792,20
230,0.996485082023318,TRUE,1,TRUE,TRUE,1.072700198739767,1545,11
231,0.9973983070051903,FALSE,0.8,FALSE,TRUE,1.4865581383928657,986,20
232,0.9843244063424521,FALSE,0.6,FALSE,TRUE,0.5746750156395137,1190,11
233,0.9860825967191728,FALSE,0.8,TRUE,FALSE,1.0103240590542555,313,15
234,0.9960077380827009,TRUE,1,TRUE,TRUE,1.1362163869198412,1342,15
235,0.9900669788276018,TRUE,1,TRUE,TRUE,0.8813422764651477,405,4
236,0.995170983961963,TRUE,1,TRUE,TRUE,0.9221202137414366,484,8
237,0.9956754913954181,FALSE,0.8,FALSE,TRUE,0.7041758596897125,1767,11
238,0.9973976468612336,TRUE,1,TRUE,TRUE,1.0100741861388087,1737,12
239,0.993830749895297,TRUE,1,TRUE,TRUE,1.45710064121522,1467,20
240,0.9968414835431993,FALSE,0.8,FALSE,TRUE,1.1105036037042737,1086,8
241,0.9852161156549657,FALSE,0.7,TRUE,FALSE,1.106316258199513,1272,2
242,0.9975287262715951,TRUE,1,TRUE,TRUE,1.3243115553632379,1644,14
243,0.9981044215019431,FALSE,0.7,TRUE,TRUE,1.2257564114406705,333,12
244,0.9964530512444192,FALSE,0.8,TRUE,FALSE,1.1666519602295011,446,16
245,0.9907849444579062,FALSE,0.8,FALSE,TRUE,0.8998949758242816,729,15
246,0.9953963935913431,FALSE,0.8,FALSE,TRUE,1.0931981313042343,1569,6
247,0.9884287735068893,FALSE,0.8,TRUE,TRUE,0.6798372545745224,1132,10
248,0.9816896874050169,FALSE,0.6,TRUE,TRUE,1.484998045489192,1041,1
249,0.9958621413500321,TRUE,1,TRUE,TRUE,1.3110542164649814,1060,20
250,0.9915715866133116,TRUE,1,TRUE,TRUE,1.2100246013142169,744,5
251,0.9976653000564433,TRUE,1,TRUE,TRUE,1.49587227916345,1191,7
252,0.9895718496920901,FALSE,0.8,TRUE,FALSE,0.6800302104093134,1763,8
253,0.9914352439422142,TRUE,1,TRUE,TRUE,0.9157386703882366,1901,16
254,0.9884666528351808,TRUE,1,TRUE,TRUE,0.5426639625802636,1853,12
255,0.9943406474067366,TRUE,1,TRUE,TRUE,0.8519828554708511,1524,11
256,0.9958548351738192,TRUE,1,TRUE,TRUE,1.1509769004769623,653,18
257,0.994851077057392,FALSE,0.5,FALSE,TRUE,0.9804772848729044,1286,13
258,0.9937256999629533,FALSE,0.8,TRUE,FALSE,1.0216568594332784,1614,19
259,0.9988448651511397,FALSE,0.8,TRUE,TRUE,1.2707762506324798,1799,12
260,0.9934035048654645,FALSE,0.8,TRUE,FALSE,1.4521848938893527,1981,7
261,0.9844268149223713,TRUE,1,TRUE,TRUE,0.8268883400596678,436,8
262,0.9904473384321354,FALSE,0.6,TRUE,FALSE,1.2096488368697464,446,2
263,0.9985177073833297,TRUE,1,TRUE,TRUE,1.115303552011028,1481,7
264,0.9946788455398755,FALSE,0.8,TRUE,FALSE,0.9175518942065537,1209,18
265,0.9916239841199281,FALSE,0.8,TRUE,TRUE,1.3540889050345868,1413,6
266,0.9982014772826207,TRUE,1,TRUE,TRUE,1.0785559548530728,1476,13
267,0.9928467436847149,FALSE,0.6,FALSE,FALSE,1.3732452092226595,940,12
268,0.9872228494517116,TRUE,1,TRUE,TRUE,0.5284466014709324,1446,11
269,0.9954185437178429,FALSE,0.7,TRUE,TRUE,1.2960307120811194,1502,11
270,0.991162276831143,FALSE,0.7,TRUE,FALSE,1.1836123915854841,803,2
271,0.9931312113896243,FALSE,0.8,FALSE,TRUE,1.1802300030831248,1871,17
272,0.990541947504517,TRUE,1,TRUE,TRUE,1.2332548717968166,949,1
273,0.9973204935412768,TRUE,1,TRUE,TRUE,1.2075855154544115,501,18
274,0.9888312489873238,FALSE,0.8,TRUE,FALSE,1.2255628027487546,1873,16
275,0.9908841237845488,TRUE,1,TRUE,TRUE,0.914704023860395,695,18
276,0.9934278009473073,FALSE,0.8,TRUE,TRUE,0.9365919765550643,768,20
277,0.9931011121448167,FALSE,0.8,TRUE,TRUE,0.5844822593498975,434,12
278,0.9959579479220345,TRUE,1,TRUE,TRUE,0.7186276568099856,1207,2
279,0.9789713575908604,TRUE,1,TRUE,TRUE,0.5303028183989227,834,14
280,0.984298332974531,TRUE,1,TRUE,TRUE,0.6574653317220509,1768,16
281,0.992682679904029,FALSE,0.8,TRUE,FALSE,1.2175074697006494,1642,20
282,0.9924197916459209,TRUE,1,TRUE,TRUE,1.0195852029137313,415,1
283,0.9942850678909414,FALSE,0.8,TRUE,TRUE,1.0935805030167103,1782,20
284,0.9962957622168348,TRUE,1,TRUE,TRUE,1.3209659999702126,508,15
285,0.9980409807365579,FALSE,0.8,TRUE,FALSE,1.3485742881894112,1816,19
286,0.968217090326211,FALSE,0.7,TRUE,FALSE,0.8362911355216056,579,4
287,0.998391086061827,TRUE,1,TRUE,TRUE,1.2247699636500329,1696,13
288,0.9932657437849801,FALSE,0.8,TRUE,FALSE,1.1990551515482366,1951,13
289,0.9979514954858586,FALSE,0.8,TRUE,TRUE,0.5723553930874914,862,10
290,0.9842967262422526,TRUE,1,TRUE,TRUE,0.8360027277376503,1221,7
291,0.99041660586256,FALSE,0.8,TRUE,TRUE,0.7649802591186017,1648,14
292,0.9958901601573159,FALSE,0.8,FALSE,TRUE,0.6621314671356231,1242,11
293,0.9632957489375893,FALSE,0.8,TRUE,FALSE,0.5781677945051342,815,4
294,0.9967832875334945,FALSE,0.8,TRUE,TRUE,1.479829991934821,528,18
295,0.9978636599268682,TRUE,1,TRUE,TRUE,0.9382199510000646,1457,13
296,0.99627591272034,FALSE,0.8,TRUE,TRUE,1.31667907605879,1621,3
297,0.9924462670064254,TRUE,1,TRUE,TRUE,0.5729839175473899,1327,18
298,0.9910556397717831,FALSE,0.6,TRUE,FALSE,0.6077908466104418,810,6
299,0.9918035939596247,TRUE,1,TRUE,TRUE,1.4109790464863181,904,10
300,0.9901799510832696,FALSE,0.6,FALSE,TRUE,1.0877709977794439,614,4
301,0.9951144517443906,FALSE,0.8,FALSE,TRUE,1.2429756068158895,504,5
302,0.9976390843797324,TRUE,1,TRUE,TRUE,1.4406586971599609,1560,20
303,0.9956666546876661,FALSE,0.6,TRUE,FALSE,1.3373356168158352,584,18
304,0.9929218876755438,FALSE,0.8,TRUE,TRUE,1.072580257896334,1660,7
305,0.9971138247012716,TRUE,1,TRUE,TRUE,1.4424242235254496,547,14
306,0.9957324641024301,FALSE,0.8,TRUE,FALSE,1.4780928313266486,1585,7
307,0.9977449113388444,FALSE,0.6,FALSE,TRUE,1.4198673467617482,1884,7
308,0.9806291649223946,FALSE,0.8,TRUE,FALSE,0.6444071817677468,1053,6
309,0.9970404285903105,FALSE,0.8,FALSE,TRUE,0.9538390100933611,1320,7
310,0.9931052873790893,FALSE,0.7,TRUE,FALSE,1.4329583453945816,1074,8
311,0.9936418898957105,FALSE,0.6,TRUE,TRUE,1.2397281609009951,1206,14
312,0.9832820118359796,FALSE,0.8,FALSE,TRUE,0.6473077479749918,1148,20
313,0.9965592015270245,TRUE,1,TRUE,TRUE,0.8552523078396916,1785,16
314,0.9896895593068586,TRUE,1,TRUE,TRUE,0.6915470501407981,1508,18
315,0.9883319358635694,FALSE,0.8,TRUE,TRUE,0.5339077657554299,786,12
316,0.9955519567968153,FALSE,0.7,FALSE,TRUE,1.2798268862534314,1289,2
317,0.9965448120541959,FALSE,0.8,FALSE,TRUE,1.4537093683611602,1833,16
318,0.9945558209010825,TRUE,1,TRUE,TRUE,0.5445209965109825,1889,13
319,0.9950943978765431,TRUE,1,TRUE,TRUE,1.0515914605930448,691,2
320,0.9862804222190473,TRUE,1,TRUE,TRUE,1.1212434929329902,345,5
321,0.9978987797776581,FALSE,0.8,TRUE,FALSE,1.2457774714566767,902,15
322,0.9983669624292908,FALSE,0.8,TRUE,TRUE,1.1782975597307086,1843,12
323,0.9960401063227601,FALSE,0.8,TRUE,TRUE,1.1022543639410287,1430,19
324,0.9932095647197081,FALSE,0.6,TRUE,FALSE,0.9059255290776491,1202,8
325,0.969067435813343,FALSE,0.8,TRUE,FALSE,0.6611188747920096,800,12
326,0.999005969285371,TRUE,1,TRUE,TRUE,1.0290243639610708,1955,19
