iter,rsq,rank,noise,N,b,items,is_bibd
4831,0.9321886162668568,FALSE,0.7049409989267588,708,13,20,FALSE
4832,0.9413116834509347,FALSE,1.0865156278014183,1990,8,14,FALSE
4833,0.9649474318757334,FALSE,0.6700654956512153,909,10,14,FALSE
4834,0.9647441287303149,FALSE,1.0061812428757548,1038,12,20,FALSE
4835,0.9784724939240763,FALSE,1.0720606700051576,1185,11,13,FALSE
4836,0.9570390662023422,FALSE,1.0559189065825194,1341,16,19,FALSE
4837,0.941543795410949,FALSE,0.8768067853525281,684,11,18,FALSE
4838,0.9616926247180942,TRUE,0.5821912882383913,952,12,11,FALSE
4839,0.9860797406375353,TRUE,0.5430197000969201,1819,20,11,FALSE
4840,0.9813332933719036,FALSE,1.031656152335927,1105,9,11,FALSE
4841,0.9437181696167658,FALSE,1.0389275022316724,1986,8,12,FALSE
4842,0.9935941787244157,TRUE,1.0877423549536616,1169,12,8,FALSE
4843,0.9357165967591192,FALSE,0.5838723692577332,1933,12,17,FALSE
4844,0.9952310605866416,FALSE,1.1888698001857847,782,20,10,FALSE
4845,0.9922556959938442,FALSE,1.3869725074619055,1700,12,11,FALSE
4846,0.9743338037176883,FALSE,0.5061674357857555,1099,12,9,FALSE
4847,0.9212275565063246,FALSE,1.2388139958493412,1621,12,19,FALSE
4848,0.906966175747316,FALSE,1.4809410639572889,526,12,20,FALSE
4849,0.8690765855034643,FALSE,1.08349624928087,1101,8,15,FALSE
4850,0.9407452521177,FALSE,0.7802463788539171,1941,12,17,FALSE
4851,0.96987175720159,FALSE,1.2512164250947535,306,11,13,FALSE
4852,0.9152066584796952,FALSE,0.5643735250923783,1547,19,13,FALSE
4853,0.9926798198525316,TRUE,0.8006535267923027,338,10,8,FALSE
4854,0.9690277875006655,FALSE,0.6163603155873716,547,11,13,FALSE
4855,0.9883482279758827,FALSE,1.3142265398055315,1174,19,15,FALSE
4856,0.9941456674776824,TRUE,1.2655652852263302,1014,9,8,FALSE
4857,0.983570042342997,FALSE,0.8473010440357029,1492,12,13,FALSE
4858,0.9970165778292462,TRUE,0.6306061837822199,1676,15,10,TRUE
4859,0.9925891420604804,TRUE,1.202537754084915,871,14,8,TRUE
4860,0.9520320120105595,FALSE,1.3140314077027142,1071,8,13,FALSE
4861,0.9481296985234506,FALSE,0.8254574676975608,788,18,20,FALSE
4862,0.991673700916427,FALSE,0.9557820649351925,388,16,8,FALSE
4863,0.9360767682221224,FALSE,1.0661822699476033,951,8,13,FALSE
4864,0.9953653732873992,FALSE,1.2438691146671772,1778,12,10,FALSE
4865,0.9499602252190094,FALSE,0.7358398835640401,775,18,20,FALSE
4866,0.9965618498343335,TRUE,1.0213397915940732,775,16,10,FALSE
4867,0.998286364794497,TRUE,1.3434503115713596,1035,15,8,FALSE
4868,0.9469880235973248,FALSE,0.6012890089768916,1436,17,20,FALSE
4869,0.9918467117933865,FALSE,1.3282275653909892,366,20,14,FALSE
4870,0.9891296488812729,TRUE,1.4810172643046826,1811,11,10,FALSE
4871,0.9845174960041592,FALSE,0.6959028379060328,1468,13,12,FALSE
4872,0.9838466610788777,FALSE,0.7066352504771203,518,12,10,FALSE
4873,0.9375641594894443,FALSE,0.8241628867108375,1189,10,15,FALSE
4874,0.991512657225697,TRUE,1.1148844982963055,1330,14,9,FALSE
4875,0.9858842293450745,FALSE,0.5280191991478205,800,16,14,FALSE
4876,0.9636162598271601,FALSE,0.7340559267904609,1213,19,17,FALSE
4877,0.9141907747890623,FALSE,0.9071429709438235,1242,12,20,FALSE
4878,0.9915453567522853,FALSE,0.682381515391171,1097,17,12,FALSE
4879,0.984697915505291,FALSE,0.716065576300025,1935,12,13,FALSE
4880,0.9982744052465298,FALSE,1.0859370264224708,818,20,11,FALSE
4881,0.9886439105655274,FALSE,0.7286135372705758,1365,11,11,FALSE
4882,0.9281290341274777,FALSE,0.8700044697616249,564,9,15,FALSE
4883,0.9973392401376165,TRUE,1.1883381076622754,997,19,8,FALSE
4884,0.9574926253946645,FALSE,0.6121079074218869,1864,10,11,FALSE
4885,0.9735227803869705,FALSE,0.5383583919610828,957,12,15,FALSE
4886,0.9277303900973306,FALSE,0.7272681419271976,1971,12,17,FALSE
4887,0.9888769542840843,TRUE,1.256400158861652,856,9,10,FALSE
4888,0.9216079159863823,FALSE,1.3580906440038234,1755,10,18,FALSE
4889,0.8847219198414505,FALSE,0.5797120309434831,1782,12,18,FALSE
4890,0.9742735982396985,FALSE,0.986445851624012,332,12,14,FALSE
4891,0.9822788745077504,FALSE,0.8366711782291532,1648,17,19,FALSE
4892,0.9955786463181628,TRUE,0.9566173078492284,347,18,8,FALSE
4893,0.9508504999132649,FALSE,0.6053808904252946,1135,15,16,FALSE
4894,0.9674715003454935,FALSE,1.1441342826001346,352,17,17,FALSE
4895,0.8825830341453107,FALSE,1.1526441897731274,1400,9,20,FALSE
4896,0.9757402994894,FALSE,1.3660287982784212,773,8,11,FALSE
4897,0.991602143672474,FALSE,1.4239319602493197,1557,15,14,FALSE
4898,0.9944844657024106,TRUE,0.6725632352754474,1626,14,8,TRUE
4899,0.9914064312057987,FALSE,1.3873379924334586,1702,10,10,FALSE
4900,0.9917295145343908,FALSE,1.208548305556178,750,16,11,FALSE
4901,0.9632194656963987,FALSE,0.7470112300943583,1405,12,16,FALSE
4902,0.9609143656637475,FALSE,0.9735270133242011,790,9,13,FALSE
4903,0.9856843074317426,FALSE,1.441438891692087,1886,15,15,FALSE
4904,0.9512397814868017,FALSE,1.4596850282978266,1089,11,15,FALSE
4905,0.9446439430028092,FALSE,0.583975558867678,1752,16,20,FALSE
4906,0.989297372484027,FALSE,1.2266080877743661,363,13,11,FALSE
4907,0.9450512813486155,FALSE,0.596410152502358,1685,8,16,FALSE
4908,0.9828241796176231,FALSE,1.2764609714504331,799,16,15,FALSE
4909,0.9955630891878374,FALSE,1.20549411396496,918,17,11,FALSE
4910,0.9960691889267186,FALSE,1.3623851656448096,1346,18,16,FALSE
4911,0.9813304660330338,FALSE,0.5987220599781722,315,20,9,FALSE
4912,0.9894468957678599,TRUE,1.2387531660497189,1347,8,9,FALSE
4913,0.8962829773280773,FALSE,0.7863576640374959,1851,9,18,FALSE
4914,0.9918223373056202,FALSE,1.1737155134323984,763,19,17,FALSE
4915,0.9182634290954705,FALSE,1.0116217792965472,1604,14,19,FALSE
4916,0.9983294008315079,FALSE,1.3073447947390378,1434,17,8,FALSE
4917,0.9752774098195582,FALSE,0.5172460223548114,415,17,11,FALSE
4918,0.9936630163017921,TRUE,0.9038277433719486,1628,11,9,FALSE
4919,0.974960336701249,FALSE,1.3270465570967644,1965,10,13,FALSE
4920,0.9946575457585932,TRUE,0.6340779715683311,503,20,10,FALSE
4921,0.9573537400507734,FALSE,0.6795161799527705,1256,18,11,FALSE
4922,0.8916067881826947,FALSE,0.9061794837471098,796,9,15,FALSE
4923,0.9855742647176213,FALSE,0.7614462298806757,865,11,14,FALSE
4924,0.9960310085780686,FALSE,0.745409781113267,526,20,17,FALSE
4925,0.9622811945782167,FALSE,0.9979314238298684,571,16,18,FALSE
4926,0.9609020768464008,FALSE,1.415720795514062,348,8,19,FALSE
4927,0.9919611183805976,FALSE,1.3834469665307552,1764,17,13,FALSE
4928,0.9443569881377509,FALSE,1.3855243786238134,1334,10,15,FALSE
4929,0.9838469204070314,FALSE,0.8303509308025241,1686,16,17,FALSE
4930,0.9808155487323235,FALSE,0.6581996406894177,1105,14,18,FALSE
4931,0.9591880175613601,FALSE,1.1680795445572585,1088,15,18,FALSE
4932,0.9333910985630691,FALSE,0.9881747614126652,1121,13,19,FALSE
4933,0.9930285466664995,FALSE,1.3741979252081364,819,14,10,FALSE
4934,0.9773309357202784,FALSE,0.8316606942098588,631,17,18,FALSE
4935,0.9476936375550266,FALSE,1.1972906780429184,1319,15,19,FALSE
4936,0.92178736602465,FALSE,0.6771351397037506,463,9,15,FALSE
4937,0.9065388676332239,FALSE,0.5762561894953251,781,11,19,FALSE
4938,0.9545178083695663,FALSE,0.5276859225705266,672,15,11,FALSE
4939,0.9817489391783113,FALSE,0.7478148443624377,360,10,11,FALSE
4940,0.9762076817810665,FALSE,0.9309587504249066,500,17,18,FALSE
4941,0.9729911906849146,FALSE,1.1131436352152377,1878,18,20,FALSE
4942,0.9816666964030589,TRUE,0.6637630364857614,1034,10,9,FALSE
4943,0.9983772182726197,TRUE,0.6936489213258028,1668,9,8,FALSE
4944,0.9845265647566803,TRUE,0.8023563711903989,1682,12,9,FALSE
4945,0.9334123945615904,FALSE,0.5570272540207952,1513,15,19,FALSE
4946,0.9920901804858814,TRUE,0.6407712392974645,1253,19,9,FALSE
4947,0.9216959877085671,FALSE,0.702415470732376,559,9,13,FALSE
4948,0.9400451521460796,FALSE,0.938936481019482,1541,18,19,FALSE
4949,0.9748096531015525,FALSE,0.9416475098114461,1471,8,11,FALSE
4950,0.9594232511806151,FALSE,0.9089323324151337,1875,16,20,FALSE
4951,0.9236655777280759,FALSE,1.0502683522645384,1115,12,20,FALSE
4952,0.9672325551309771,FALSE,0.919819854432717,645,15,18,FALSE
4953,0.9935175453948986,TRUE,0.9180494407191873,1243,8,9,FALSE
4954,0.9903493091707178,FALSE,0.9784492610488087,1206,20,9,FALSE
4955,0.9916364840257355,FALSE,1.2642992071341723,1268,17,14,FALSE
4956,0.9919218597781551,FALSE,1.033441161038354,1843,20,15,FALSE
4957,0.9555054719949546,FALSE,0.8650449530687183,1696,8,11,FALSE
4958,0.9942049888576159,FALSE,1.0684112736489624,1944,17,14,FALSE
4959,0.9940691076048815,FALSE,1.1241139012854546,1646,18,16,FALSE
4960,0.9732287985471519,FALSE,0.8741697508376092,1284,20,18,FALSE
4961,0.8466562403448409,FALSE,0.8429102797526866,1836,10,20,FALSE
4962,0.9727545781686043,FALSE,1.1577919975388795,1360,9,12,FALSE
4963,0.9935099551969873,FALSE,1.0868257861584425,590,11,8,FALSE
4964,0.9835443095097443,FALSE,1.4231603113003075,411,9,9,FALSE
4965,0.9866365940156977,FALSE,1.364659677259624,1628,18,12,FALSE
4966,0.9447343912537953,FALSE,1.287934095831588,1959,18,20,FALSE
4967,0.9475217035849491,FALSE,1.1824201005510986,1525,11,17,FALSE
4968,0.971701379930293,FALSE,0.8879880721215159,634,16,18,FALSE
4969,0.8764675061784074,FALSE,0.8803678178228438,1589,11,20,FALSE
4970,0.9592046735950439,FALSE,0.8239513374865055,533,8,11,FALSE
4971,0.9389915065985883,FALSE,0.557529776589945,1938,17,19,FALSE
4972,0.9568348362144877,FALSE,1.4827454118058085,760,8,13,FALSE
4973,0.9684976911349991,FALSE,0.83500672201626,466,17,18,FALSE
4974,0.9893354364367025,FALSE,1.0178937634918839,330,12,11,FALSE
4975,0.9713822225552529,FALSE,0.6779040126129985,1116,15,17,FALSE
4976,0.9453265363749414,FALSE,0.5673819724470377,1407,20,20,FALSE
4977,0.9949566725364969,TRUE,1.2828826599288732,1684,10,9,FALSE
4978,0.9910236693110852,TRUE,1.244571479037404,681,12,8,FALSE
4979,0.9755794201172933,FALSE,1.0016225655563176,1981,17,18,FALSE
4980,0.9757167202065731,FALSE,1.1179149928502738,526,18,18,FALSE
4981,0.9921287645219873,TRUE,0.7938753999769688,1921,20,16,FALSE
4982,0.9845101613623175,FALSE,1.1889910702593625,435,12,12,FALSE
4983,0.9652361709440141,FALSE,1.2620851572137326,1335,16,18,FALSE
4984,0.9840876590380603,TRUE,0.7237577044870704,1007,19,9,FALSE
4985,0.9413063366402363,FALSE,0.851742152357474,1228,13,19,FALSE
4986,0.9737754776759775,FALSE,1.1145489239133894,602,8,13,FALSE
4987,0.99896195490193,FALSE,1.414058598689735,1841,19,8,FALSE
4988,0.9483975680066161,FALSE,1.127994007896632,1292,13,19,FALSE
4989,0.9921705845892047,TRUE,0.7020745244808495,590,13,13,TRUE
4990,0.9977281474181718,FALSE,1.2405013290699571,1201,18,10,FALSE
4991,0.9875826707622822,FALSE,0.9985036812722683,533,19,16,FALSE
4992,0.9321841153555404,FALSE,0.616759448312223,1690,16,19,FALSE
4993,0.9677284212353671,FALSE,0.9301535352133214,1427,20,18,FALSE
4994,0.9776244555621131,FALSE,1.3647343490738422,507,19,19,FALSE
4995,0.9931960757322407,TRUE,1.1273599853739142,1285,20,9,FALSE
4996,0.9896921484792752,TRUE,0.5621873287018389,717,15,10,TRUE
4997,0.9676538953558321,FALSE,1.2637901643756777,543,9,14,FALSE
4998,0.9838909772453958,FALSE,1.29989561624825,652,15,14,FALSE
4999,0.9934956700278085,TRUE,1.2281767544336617,558,17,11,FALSE
5000,0.9922360225071741,FALSE,1.308571077650413,768,13,9,FALSE
5001,0.8729061660873936,FALSE,0.8382289910223335,414,9,19,FALSE
5002,0.9940412880788975,TRUE,0.8467682539485395,676,20,11,FALSE
5003,0.9297038804857504,FALSE,0.6543005902785808,316,12,16,FALSE
5004,0.9901463459104504,FALSE,0.8207341632805765,1576,13,11,FALSE
5005,0.9797847606381016,FALSE,0.5194161024410278,1590,13,13,TRUE
5006,0.9846051389583705,FALSE,1.0429196141194552,1852,18,11,FALSE
5007,0.9186199048361033,FALSE,0.6973894906695932,628,13,18,FALSE
5008,0.9787999597442514,FALSE,0.6557762029115111,566,16,15,FALSE
5009,0.9709330427145,FALSE,0.7048604863230139,1190,9,12,FALSE
5010,0.9903190681254164,FALSE,1.3489236098248512,564,20,17,FALSE
5011,0.99338972173711,FALSE,1.0242842400912195,1318,19,14,FALSE
5012,0.9961023928027513,FALSE,1.4720584892202169,1645,16,12,FALSE
5013,0.9807705938875659,TRUE,0.9129837229847908,1290,19,10,FALSE
5014,0.9365666229135984,FALSE,1.1927131894044578,1327,11,20,FALSE
5015,0.9782559992337865,TRUE,0.62343988311477,1991,18,12,FALSE
5016,0.9458910287726086,FALSE,0.5791069394908845,1103,12,14,FALSE
5017,0.9799853600547829,FALSE,1.2266474650241435,853,19,18,FALSE
5018,0.9715241012406638,FALSE,1.2522642186377198,1288,20,20,FALSE
5019,0.9945560862941367,FALSE,0.8980380722787231,1629,20,16,FALSE
5020,0.9821091090555008,FALSE,0.9267050430644304,1435,16,12,FALSE
5021,0.9125546076303679,FALSE,1.0048865503631532,1424,14,20,FALSE
5022,0.7742986033710662,FALSE,0.564620990306139,1804,8,18,FALSE
5023,0.989681040262186,FALSE,0.9300505381543189,539,17,10,FALSE
5024,0.9937482204378487,FALSE,1.2097793344873935,1440,10,10,FALSE
5025,0.8874641674341388,FALSE,0.8169632791541517,833,9,20,FALSE
5026,0.9908420731093994,FALSE,0.5673602202441543,1755,13,13,TRUE
5027,0.9914953999521339,FALSE,1.040399758843705,1853,12,11,FALSE
5028,0.9254272965603109,FALSE,1.4346186653710902,459,9,18,FALSE
5029,0.928623637064896,FALSE,0.7339679831638932,440,11,15,FALSE
5030,0.996016318235612,FALSE,0.6169097584206611,1738,14,9,FALSE
5031,0.9911471639195941,TRUE,1.4323247680440545,1185,14,10,FALSE
5032,0.9951686147768138,TRUE,1.3268106512259692,826,18,8,FALSE
5033,0.9902176224101104,TRUE,0.8527812443207949,870,16,11,FALSE
5034,0.8798605011304047,FALSE,1.0058529709931463,562,8,18,FALSE
5035,0.9975887392284846,FALSE,1.1457604852039367,340,16,10,FALSE
5036,0.9406291247455313,FALSE,1.3902032186742872,530,10,18,FALSE
5037,0.9541493264348399,FALSE,0.9233256129082292,1551,9,14,FALSE
5038,0.9954810443148617,FALSE,1.1219170871190727,1851,17,10,FALSE
5039,0.9813351294108051,FALSE,1.0075147554744035,725,18,17,FALSE
5040,0.9914380083611802,FALSE,1.0362664049025625,560,11,16,FALSE
5041,0.9290067187317822,FALSE,1.2527154767885804,741,11,18,FALSE
5042,0.9927504281203702,TRUE,0.7547031999565661,1612,19,12,FALSE
5043,0.9693294483958098,TRUE,0.8916235491633415,838,18,8,FALSE
5044,0.9902971676534676,FALSE,1.1603988560382277,330,11,9,FALSE
5045,0.9893934119414367,FALSE,1.022086896467954,1674,16,15,FALSE
5046,0.9842865490693576,TRUE,0.6239389951806515,479,8,8,FALSE
5047,0.9917342418339268,TRUE,1.4485485493205488,893,14,11,FALSE
5048,0.9695353513694078,FALSE,0.559356055688113,1728,19,19,FALSE
5049,0.9930073046628157,FALSE,1.1627618705388159,1908,10,8,FALSE
5050,0.9598647296525312,FALSE,0.640064439503476,1107,15,16,FALSE
5051,0.9554659248264614,FALSE,1.206119091482833,1785,13,16,FALSE
5052,0.9532537447352495,FALSE,0.9141469388268888,1927,8,19,FALSE
5053,0.8950229984017715,FALSE,1.4355023205280304,1618,13,20,FALSE
5054,0.9711242933558211,FALSE,0.8245131112635136,1912,8,12,FALSE
5055,0.9979377571701734,TRUE,0.702972816536203,1367,20,8,FALSE
5056,0.9979510049244213,FALSE,1.4097447735257447,1703,13,10,FALSE
5057,0.952137208931494,FALSE,0.8742684354074299,495,9,15,FALSE
5058,0.9334584352350639,FALSE,0.8009230310562998,473,11,17,FALSE
5059,0.985626253879173,FALSE,1.2545644692145288,461,9,11,FALSE
5060,0.9866070779735017,FALSE,1.0777940249536186,1306,11,12,FALSE
5061,0.8609778849885611,FALSE,0.6210472192615271,1012,11,20,FALSE
5062,0.9763048334614832,FALSE,0.9274732589256018,883,20,19,FALSE
5063,0.9888133986586028,FALSE,1.472398315090686,1680,11,14,FALSE
5064,0.9652065972851358,FALSE,0.7749672108329833,1394,15,17,FALSE
5065,0.9590875911923574,FALSE,0.694163050269708,386,13,15,FALSE
5066,0.9173478225628766,FALSE,0.530646376311779,899,11,13,FALSE
5067,0.9794715067012367,TRUE,0.6616764531936496,1865,15,9,FALSE
5068,0.9876003578080078,FALSE,1.0020748253446072,1323,10,10,FALSE
5069,0.9287849099080138,FALSE,0.9286763491109014,348,8,19,FALSE
5070,0.9845860169452642,FALSE,0.8871301154140383,471,19,17,FALSE
5071,0.9968984274400856,FALSE,1.3936778577044606,311,13,13,TRUE
5072,0.993466661814315,FALSE,1.3497414933517575,506,20,16,FALSE
5073,0.9521167954541662,FALSE,1.3840933511964977,1648,8,17,FALSE
5074,0.9774398195094182,FALSE,1.1780475219711661,1099,10,12,FALSE
5075,0.9912289178210001,FALSE,1.4955809426028281,624,12,9,FALSE
5076,0.938879005556441,FALSE,0.8320772165898234,1323,9,13,FALSE
5077,0.9902605258114148,FALSE,1.0818542488850653,1662,13,12,FALSE
5078,0.9515727432620579,FALSE,1.3958886354230344,1625,11,16,FALSE
5079,0.9280886178137574,FALSE,0.6000436136964709,1329,17,20,FALSE
5080,0.9767615209929146,FALSE,0.6982681709341705,616,16,18,FALSE
5081,0.966888321669018,FALSE,0.6915328681934625,1747,16,16,FALSE
5082,0.9627444774898285,FALSE,1.0075447440613061,354,14,15,FALSE
5083,0.8569672598920918,FALSE,0.9884574431926012,1975,13,19,FALSE
5084,0.9933820236535731,FALSE,1.0860024220310152,1325,18,16,FALSE
5085,0.9530440442720074,FALSE,1.3883468897547573,1338,15,18,FALSE
5086,0.9921890020729818,TRUE,0.635968599235639,802,9,9,FALSE
5087,0.9133111522222707,FALSE,1.0083470523823053,905,11,19,FALSE
5088,0.9647374228928489,FALSE,1.4905256698839366,528,18,18,FALSE
5089,0.9989710239068434,TRUE,1.2938960443716496,774,18,9,TRUE
5090,0.95786434215049,FALSE,1.094335554400459,996,8,12,FALSE
5091,0.9602380314329909,FALSE,0.8718355789314955,631,16,17,FALSE
5092,0.9937336431030787,FALSE,1.0280070032458752,1176,12,8,FALSE
5093,0.9809244656091778,FALSE,1.4165774185676128,1287,10,12,FALSE
5094,0.9932677772068129,FALSE,0.9309043292887509,625,17,10,FALSE
5095,0.97156518947496,FALSE,1.4815123572479934,603,14,15,FALSE
5096,0.9824688148832875,TRUE,0.6869914338458329,558,9,12,FALSE
5097,0.94520221902764745,FALSE,1.1020294420886785,1545,16,19,FALSE
5098,0.9299743170457789,FALSE,1.1021794283296913,1351,13,19,FALSE
5099,0.9451138351505841,FALSE,1.1041902201250196,1182,8,17,FALSE
5100,0.8676479359994076,FALSE,0.5766306498553604,1353,12,17,FALSE
5101,0.9378956421774903,FALSE,1.327979185152799,318,16,20,FALSE
5102,0.877173196276465,FALSE,0.7011126668658108,757,8,16,FALSE
5103,0.9962635585017532,TRUE,1.3240305497311056,845,19,10,FALSE
5104,0.9915635850825532,TRUE,1.1408494918141514,1431,20,11,FALSE
5105,0.9809581118095565,FALSE,0.7067258737515658,1505,13,12,FALSE
5106,0.9819391364225285,FALSE,1.0941991407889873,1397,10,9,FALSE
5107,0.9174296978687204,FALSE,0.6284329441841692,1476,18,20,FALSE
5108,0.9050590165123926,FALSE,1.0227997777983546,1771,10,20,FALSE
5109,0.9777781408478231,FALSE,0.8537132854107767,804,15,14,FALSE
5110,0.939780842209487,FALSE,1.4611454864498228,1781,9,15,FALSE
5111,0.9790819503563436,FALSE,1.0914921169169247,438,16,13,FALSE
5112,0.9935860757886524,TRUE,1.314353067195043,333,20,9,FALSE
5113,0.9947339158724302,FALSE,1.0139787106309086,1853,14,12,FALSE
5114,0.9458674029047252,FALSE,1.4068784657865763,1116,14,19,FALSE
5115,0.958023997501056,FALSE,1.27362105762586,1798,17,19,FALSE
5116,0.9672464249456034,FALSE,0.6698684231378138,1428,18,10,FALSE
5117,0.997458548651863,FALSE,1.1688557260204107,649,20,9,FALSE
5118,0.9927693821089565,FALSE,1.1268539221491665,693,12,9,FALSE
5119,0.9856396924376056,FALSE,1.350618107477203,1876,14,16,FALSE
5120,0.993078233308316,FALSE,0.9450935877393931,1025,12,13,FALSE
5121,0.996595753024455,TRUE,0.9847253512125462,983,16,10,FALSE
5122,0.9600614083018169,FALSE,0.9975929039064795,1188,11,14,FALSE
5123,0.9838751702718969,FALSE,0.7588361266534775,1454,16,13,FALSE
5124,0.8562582382505668,FALSE,1.157601583050564,1239,9,20,FALSE
5125,0.9744999463634336,FALSE,0.8118513538502157,651,13,14,FALSE
5126,0.9899638340822243,FALSE,1.210722813848406,798,9,12,FALSE
5127,0.9950997251747055,TRUE,1.0426144357770681,1506,19,14,FALSE
5128,0.8786719284132204,FALSE,1.2364407770801336,450,8,19,FALSE
5129,0.9878478456437813,FALSE,1.0813816240988672,418,9,12,FALSE
5130,0.9307091417174902,FALSE,0.7750501646660268,1919,11,17,FALSE
5131,0.9874466925578049,FALSE,1.2039723438210785,397,9,12,FALSE
5132,0.9822886735966965,FALSE,1.2435763555113226,1295,14,16,FALSE
5133,0.9895485452370784,TRUE,1.0188929776195437,987,15,9,FALSE
5134,0.9899457079439505,FALSE,1.008042239351198,1638,20,16,FALSE
5135,0.8827245452146415,FALSE,0.7229491444304585,1449,10,14,FALSE
5136,0.9984744393809666,FALSE,1.0618447901215404,527,13,8,FALSE
5137,0.9765435397777221,FALSE,1.3921846468001604,1024,15,18,FALSE
5138,0.9508377637463239,TRUE,0.5186119510326535,1331,12,8,FALSE
5139,0.9870989696926843,FALSE,0.8767714540008456,761,20,16,FALSE
5140,0.9768859725506117,FALSE,1.2142943278886378,1938,12,15,FALSE
5141,0.948967723457041,FALSE,0.6563224701676518,543,17,12,FALSE
5142,0.9913884521318201,FALSE,0.8164145771879703,1988,13,12,FALSE
5143,0.9947324230833018,FALSE,1.479433997767046,1692,19,12,FALSE
5144,0.9763902700702873,FALSE,0.9179521123878658,407,17,18,FALSE
5145,0.9951750910637794,FALSE,1.2350392993539572,1517,12,8,FALSE
5146,0.9810483506868827,TRUE,0.7058673137798905,1811,18,8,FALSE
5147,0.9555536629071476,FALSE,1.4873529945034534,1618,13,18,FALSE
5148,0.9979946722082937,TRUE,1.325490274000913,1599,15,8,FALSE
5149,0.997226402154524,TRUE,1.044912702869624,1201,15,10,TRUE
5150,0.9474687482202634,FALSE,0.7099123566877097,1039,17,19,FALSE
5151,0.9439047626967564,FALSE,1.1642772504128516,687,12,17,FALSE
5152,0.9905952054802308,FALSE,0.8721723591443151,1741,10,9,FALSE
5153,0.9700910467810223,FALSE,0.5314061543904245,1349,11,13,FALSE
5154,0.9876504926145979,FALSE,0.8746470168698579,986,20,12,FALSE
5155,0.8586418062197679,FALSE,1.3970182365737855,901,8,17,FALSE
5156,0.9809446766252311,FALSE,1.3963013801258057,649,14,15,FALSE
5157,0.9830524077386641,FALSE,0.5108763510361314,814,12,13,FALSE
5158,0.9958094068324639,TRUE,0.7236025047022849,396,11,8,FALSE
5159,0.9889955198355186,FALSE,1.0665390451904386,1072,9,9,FALSE
5160,0.9796894754762447,FALSE,1.2762326025404036,1813,20,20,FALSE
5161,0.9894784589724624,FALSE,1.1814443483017385,1881,15,13,FALSE
5162,0.9086354659374912,FALSE,1.371767771197483,1309,12,18,FALSE
5163,0.9872319425609054,FALSE,1.3772678507957608,778,19,14,FALSE
5164,0.9869830406872773,FALSE,0.8050116261001676,1833,10,10,FALSE
5165,0.9819271811278178,FALSE,0.6688500044401735,1149,15,15,FALSE
5166,0.9959420639745828,FALSE,0.769106230000034,1175,16,11,FALSE
5167,0.9566117368745557,FALSE,1.490346623584628,1679,16,20,FALSE
5168,0.9854400570447169,TRUE,0.6839858593884856,848,16,13,FALSE
5169,0.9909387185416012,FALSE,0.7591174631379545,1727,9,11,FALSE
5170,0.9787054865181122,FALSE,0.5784777845256031,1913,11,13,FALSE
5171,0.9834706191743786,FALSE,0.9372358750551939,1964,15,12,FALSE
5172,0.9884332326046744,TRUE,1.0387710244394839,1826,12,8,FALSE
5173,0.9339036820426756,FALSE,0.6872972347773612,441,15,20,FALSE
5174,0.973648406113746,FALSE,1.3487329587806016,1165,17,19,FALSE
5175,0.9910638864876948,FALSE,1.4910877160727978,1469,15,12,FALSE
5176,0.984780728690678,FALSE,0.6932610699441284,846,8,9,FALSE
5177,0.9783659108488192,FALSE,1.2591238375753164,1884,11,13,FALSE
5178,0.9923876092807954,TRUE,0.7932709162123501,1411,8,9,FALSE
5179,0.9666840924604314,FALSE,1.496031891554594,388,16,19,FALSE
5180,0.9613996913941121,FALSE,0.855146354297176,1380,11,15,FALSE
5181,0.985147456086506,FALSE,1.498711759923026,1578,20,18,FALSE
5182,0.9133400650388864,FALSE,0.849449970992282,432,12,19,FALSE
5183,0.9909081655798536,TRUE,0.8813661066815257,1025,11,8,FALSE
5184,0.9817537985676112,FALSE,1.3276218760292977,655,12,11,FALSE
5185,0.9230437696469233,FALSE,0.5532211104873568,1724,11,17,FALSE
5186,0.9794573812519858,FALSE,1.403322986792773,839,9,10,FALSE
5187,0.9936184901852827,FALSE,1.4508698673453182,1724,12,10,FALSE
5188,0.991555712891577,FALSE,1.2456519540864974,1701,20,14,FALSE
5189,0.9312969299796859,FALSE,0.9201118401251733,816,8,15,FALSE
5190,0.9797044569239624,FALSE,0.697350807255134,1363,15,14,FALSE
5191,0.9933178796695505,FALSE,1.4656236974988133,1078,17,12,FALSE
5192,0.9944528060080893,FALSE,1.170258494792506,792,11,11,FALSE
5193,0.9548882778474402,FALSE,0.5480406598653644,476,10,13,FALSE
5194,0.9963512564853038,FALSE,1.315171463880688,1649,15,10,TRUE
5195,0.9711296549374981,FALSE,0.5676956218667328,1863,20,15,FALSE
5196,0.9943156810775711,TRUE,0.7607146021910012,819,15,9,FALSE
5197,0.9920052139169194,FALSE,0.6905316275078803,839,19,13,FALSE
5198,0.9691819271026668,FALSE,1.16068019811064,1109,13,16,FALSE
5199,0.9886223080320687,FALSE,0.915252260863781,816,8,9,FALSE
5200,0.9818496222779268,FALSE,0.8370611199643463,1368,20,13,FALSE
5201,0.99202809884089,FALSE,0.9573802154045552,1062,10,12,FALSE
5202,0.9734261991679303,FALSE,0.5082036789972335,627,12,12,FALSE
5203,0.9869585479438838,FALSE,1.401276030112058,700,20,19,FALSE
5204,0.9954349059970018,FALSE,1.2697924925014377,724,19,11,FALSE
