iter,rsq,rank,noise,N,b,items,is_bibd
1557,0.9490306356542113,TRUE,0.5205431545618922,963,16,10,FALSE
1558,0.975124741312841,FALSE,0.7880014930851758,1282,18,18,FALSE
1559,0.9741327999790912,FALSE,0.8395941585768014,1671,10,11,FALSE
1560,0.9204591860609358,FALSE,1.3668108815327287,1814,9,16,FALSE
1561,0.9861129732752975,TRUE,0.812660003779456,954,15,13,FALSE
1562,0.9965459488016267,TRUE,1.324991180561483,1266,14,16,FALSE
1563,0.9909222517232634,FALSE,1.0552647728472948,1165,20,13,FALSE
1564,0.9835396200903321,FALSE,1.0554447555914521,690,9,9,FALSE
1565,0.9845151839178446,TRUE,1.4636155711486936,979,16,12,FALSE
1566,0.9777132158587465,FALSE,0.9647546929772943,940,19,19,FALSE
1567,0.9723744007528826,FALSE,1.0839898050762713,433,19,19,FALSE
1568,0.9303393247818093,FALSE,0.7979099722579122,866,12,17,FALSE
1569,0.9508509179698095,FALSE,1.3867931205313653,1133,13,17,FALSE
1570,0.9200598014678313,FALSE,0.5387493127491325,952,13,20,FALSE
1571,0.8108742878613154,FALSE,0.5291581444907933,1196,8,14,FALSE
1572,0.9537409151925704,FALSE,1.073972956975922,526,9,16,FALSE
1573,0.9974665832458703,TRUE,0.9478797686751932,1685,18,8,FALSE
1574,0.993010847653404,FALSE,1.0327606128994375,1510,14,12,FALSE
1575,0.9627802515640546,FALSE,0.644435211783275,879,14,11,FALSE
1576,0.9647371130336959,FALSE,0.878472464857623,1599,18,20,FALSE
1577,0.9857154101499696,FALSE,1.187475009355694,1289,10,10,FALSE
1578,0.9190019482780977,FALSE,0.9654689151793718,1565,8,15,FALSE
1579,0.9765008042467046,FALSE,0.7951510406564921,493,19,12,FALSE
1580,0.9912761034313416,FALSE,1.426742909476161,857,16,13,FALSE
1581,0.9856849187428411,FALSE,1.3830305160954595,1150,8,8,FALSE
1582,0.9856432642094877,FALSE,1.3324853857047856,1833,17,17,FALSE
1583,0.9877434445253593,FALSE,1.2732986921910197,459,8,8,FALSE
1584,0.9557254493385401,FALSE,0.725985367782414,1015,14,18,FALSE
1585,0.9904511978266171,FALSE,0.7783692858647555,1494,17,12,FALSE
1586,0.9812222838300617,FALSE,1.3281463836319745,1056,14,11,FALSE
1587,0.9804537272583774,FALSE,0.9474477602634579,453,18,14,FALSE
1588,0.9519880310408388,FALSE,1.0205907935742289,1907,9,13,FALSE
1589,0.8905985264288667,FALSE,1.2950017508119345,444,11,19,FALSE
1590,0.9354612804528929,FALSE,0.8511275495402515,1426,11,16,FALSE
1591,0.9741752468054823,TRUE,0.5425979646388441,1640,10,11,FALSE
1592,0.9911060085034741,TRUE,0.6936069871298969,1820,20,8,FALSE
1593,0.9968415224342435,FALSE,0.7947523894254118,562,19,10,FALSE
1594,0.9923798723919217,TRUE,1.3003513682633638,1583,8,8,FALSE
1595,0.9818773259068798,FALSE,1.1347246272489429,1087,19,15,FALSE
1596,0.9866948026359773,FALSE,0.9694577034097165,407,10,10,FALSE
1597,0.9976392751397503,TRUE,1.3188687146175653,1543,20,10,FALSE
1598,0.994608690160508,TRUE,1.3556323822122067,596,19,16,FALSE
1599,0.9728273628403444,FALSE,0.6818422041833401,1185,10,15,FALSE
1600,0.7470046366043709,FALSE,0.5771563446614891,1037,8,18,FALSE
1601,0.9808308030719537,FALSE,1.3430765881203115,1451,10,10,FALSE
1602,0.9854408150056957,FALSE,1.2939034295268357,1971,18,16,FALSE
1603,0.9920779451348396,FALSE,1.014109545154497,323,12,15,FALSE
1604,0.9984106338195137,FALSE,0.8015103491488844,1192,17,9,FALSE
1605,0.9844947308592389,FALSE,1.369052007328719,1437,10,10,FALSE
1606,0.9687366060980055,FALSE,0.9062239753548056,1109,9,15,FALSE
1607,0.9972388911898721,FALSE,1.0923479720950127,1219,20,16,TRUE
1608,0.9792538175360438,FALSE,1.2439946988597512,428,12,15,FALSE
1609,0.9623586735797863,FALSE,1.0887067585717887,1205,13,16,FALSE
1610,0.9956475506340905,TRUE,1.3214132827706635,976,20,13,FALSE
1611,0.9948685456091158,FALSE,1.1976396574173123,1691,16,14,FALSE
1612,0.995605931722228,TRUE,0.5295741672161967,1554,19,9,FALSE
1613,0.8839477371613874,FALSE,0.9611030058003962,1068,11,18,FALSE
1614,0.9022000688331553,FALSE,0.5992211936973035,1721,11,17,FALSE
1615,0.9763871531716832,FALSE,1.047857616096735,1002,10,11,FALSE
1616,0.9856023802585692,TRUE,0.8321800669655204,314,18,9,TRUE
1617,0.9422441783463412,FALSE,0.6407967647537589,1081,8,14,FALSE
1618,0.9613110225649859,FALSE,0.874718840001151,1748,16,17,FALSE
1619,0.9674620393159292,FALSE,1.2813945652451366,864,17,19,FALSE
1620,0.9730644408140329,FALSE,0.7508751570712775,1765,17,20,FALSE
1621,0.9117956163398692,FALSE,0.925628300756216,1284,9,18,FALSE
1622,0.9981919373528154,FALSE,1.232091911137104,1527,20,8,FALSE
1623,0.9722023312199024,FALSE,1.2281676051206887,557,9,13,FALSE
1624,0.94769587121319665,FALSE,0.6710021151229739,914,11,13,FALSE
1625,0.9971044621334141,TRUE,1.3456107005476952,1402,20,8,FALSE
1626,0.9908417463733384,FALSE,1.2674442627467215,303,11,11,FALSE
1627,0.9275772909266942,FALSE,0.5089766113087535,1791,8,13,FALSE
1628,0.9952404106169277,TRUE,1.4529435217846185,1413,15,11,FALSE
1629,0.9528053916540673,FALSE,0.5058422924485058,458,18,13,FALSE
1630,0.996802811534132,FALSE,0.7432580278255045,1304,11,9,FALSE
1631,0.985378029873062,FALSE,0.8407763622235507,682,11,11,FALSE
1632,0.9994093734011337,TRUE,0.8522438611835241,1425,15,10,TRUE
1633,0.9926274448485836,FALSE,1.1009767821524292,328,14,13,FALSE
1634,0.9933365566857276,TRUE,0.790958970785141,1756,18,14,FALSE
1635,0.9920351539676441,FALSE,0.5745447964873165,917,19,14,FALSE
1636,0.977397740597487,FALSE,0.9267923305742443,1579,19,13,FALSE
1637,0.9961509323605015,FALSE,1.1330728610046208,1158,15,14,FALSE
1638,0.8785705778929715,FALSE,0.9143735175020993,654,9,16,FALSE
1639,0.9713337962680766,FALSE,1.2323198427911848,1559,9,11,FALSE
1640,0.9417087369514807,FALSE,0.7465879742521793,1018,12,18,FALSE
1641,0.9970698617887335,TRUE,1.1888363831676543,1397,18,11,FALSE
1642,0.9727556030654454,FALSE,1.4260561477858573,1886,9,13,FALSE
1643,0.9579337289677289,FALSE,1.3597108270041645,1631,18,20,FALSE
1644,0.9937452618621274,FALSE,0.8293403633870184,507,13,12,FALSE
1645,0.988513655912878,FALSE,0.7891169025097042,1289,16,11,FALSE
1646,0.9962912079735364,FALSE,0.9770806995220482,472,19,10,FALSE
1647,0.9647992734092453,FALSE,1.165066424291581,957,13,16,FALSE
1648,0.9924199323080231,FALSE,1.1843694064300507,980,20,15,FALSE
1649,0.839225566612055,FALSE,1.2351954749319702,1305,8,17,FALSE
1650,0.9958214034840587,TRUE,0.6605346123687923,546,9,9,FALSE
1651,0.9903108594943448,FALSE,1.4416309027001262,842,20,15,FALSE
1652,0.9914738341613384,FALSE,1.270238004392013,1906,9,8,FALSE
1653,0.9911557774697004,FALSE,1.2401263199280947,1430,9,9,FALSE
1654,0.9715955912382691,FALSE,0.8133198155555874,1325,9,14,FALSE
1655,0.9646047724452784,FALSE,0.855154802557081,1672,12,15,FALSE
1656,0.9857774941996581,FALSE,1.1279889435973018,1754,10,13,FALSE
1657,0.9612041403203646,FALSE,0.5781253299210221,1875,11,9,FALSE
1658,0.9972722072524061,FALSE,1.4322042758576572,646,14,13,FALSE
1659,0.966518558407823,FALSE,1.298887834418565,1954,18,20,FALSE
1660,0.9196958139385358,FALSE,1.026454039849341,1293,13,19,FALSE
1661,0.9874832239914062,TRUE,1.4561899311374873,384,12,13,FALSE
1662,0.9621538617517676,FALSE,1.1172903939150274,657,14,17,FALSE
1663,0.9630822546060724,TRUE,0.6573864822275937,1799,19,9,FALSE
1664,0.9500915819203589,FALSE,1.2369198275264353,1514,15,18,FALSE
1665,0.990297111611318,FALSE,1.4955923086963594,797,9,10,FALSE
1666,0.9889028631478144,FALSE,1.3159828844945878,1331,19,13,FALSE
1667,0.9752023199184302,FALSE,0.9434267140459269,1140,8,19,FALSE
1668,0.9515284102559064,FALSE,0.8871867158450186,629,11,14,FALSE
1669,0.9541847257479499,FALSE,1.1849704976193607,895,11,20,FALSE
1670,0.998999953364937,TRUE,1.0378961337264627,332,14,8,TRUE
1671,0.9844266892613486,FALSE,0.9045954146422446,611,12,10,FALSE
1672,0.9551331088495519,FALSE,1.3448057395871729,305,12,18,FALSE
1673,0.92640678281077,FALSE,0.6691884046886116,1787,16,20,FALSE
1674,0.9600889986555238,FALSE,1.24570327042602,1591,12,19,FALSE
1675,0.969416943419768,FALSE,1.319533876143396,983,20,20,FALSE
1676,0.9957834010379085,FALSE,1.3781106634996831,1537,12,13,FALSE
1677,0.9676244708500373,FALSE,1.170908450614661,393,12,15,FALSE
1678,0.9802580676406255,FALSE,0.5825057346373796,414,16,10,FALSE
1679,0.872953313755034,FALSE,0.5934522759635001,868,11,20,FALSE
1680,0.9075833908622668,FALSE,0.7194919185712934,365,9,17,FALSE
1681,0.8683880387498625,FALSE,0.6709988273214549,1956,10,16,FALSE
1682,0.9682588849615164,FALSE,1.3336652843281627,751,13,16,FALSE
1683,0.9335861093332926,FALSE,1.438878748100251,1497,8,12,FALSE
1684,0.9878256498686291,FALSE,1.2021397212520242,1263,17,12,FALSE
1685,0.9948300700303195,TRUE,1.0546750186476856,393,20,8,FALSE
1686,0.7833633488531362,FALSE,0.9009449288714677,1079,9,20,FALSE
1687,0.9441308752001263,FALSE,1.3676675441674888,1698,9,17,FALSE
1688,0.9913945085628962,FALSE,0.8435469882097095,478,13,11,FALSE
1689,0.9880121917221489,FALSE,1.4578123316168785,415,18,16,FALSE
1690,0.9888589313004015,TRUE,0.995856843655929,1816,14,8,TRUE
1691,0.9634622823525982,FALSE,1.3584859922993928,1013,11,13,FALSE
1692,0.9282280401797748,FALSE,0.9693252076394856,335,15,20,FALSE
1693,0.97328919661844,FALSE,0.5475019079167396,1075,15,8,FALSE
1694,0.9460690600291902,FALSE,1.4965240235906094,431,10,18,FALSE
1695,0.8074468574546306,FALSE,0.6560605997219682,958,8,16,FALSE
1696,0.9863864055301205,FALSE,1.0035989133175462,942,19,16,FALSE
1697,0.9299543653688387,FALSE,0.5493975428398699,1139,16,19,FALSE
1698,0.9941005006408918,FALSE,1.1097790172789246,1972,18,10,FALSE
1699,0.9931680940472835,TRUE,0.7122750130947679,514,18,8,FALSE
1700,0.9426438061367352,FALSE,1.3352887188084424,556,9,19,FALSE
1701,0.9942786985520607,TRUE,0.9606380979530513,1600,9,8,FALSE
1702,0.9521252668151794,FALSE,0.6365031076129526,484,13,19,FALSE
1703,0.9482205097180925,FALSE,1.334992186166346,763,14,17,FALSE
1704,0.9191133114359565,FALSE,0.7394115962088108,564,15,19,FALSE
1705,0.9648355932312709,FALSE,1.3756156251765788,407,12,13,FALSE
1706,0.9741367053847848,FALSE,0.8090264187194407,546,18,19,FALSE
1707,0.9921914916559708,FALSE,1.4922338190954179,501,9,8,FALSE
1708,0.9934126466365818,FALSE,1.4819841717835516,1511,12,9,FALSE
1709,0.9472307540311289,FALSE,0.5103909212630242,1862,12,11,FALSE
1710,0.9760122658865809,FALSE,0.6408981343265623,1902,12,15,FALSE
1711,0.9891939420516953,FALSE,1.111561766359955,733,11,13,FALSE
1712,0.9840067041467191,FALSE,0.7146897197235376,835,8,10,FALSE
1713,0.9360047791271608,FALSE,0.689901881152764,1034,12,16,FALSE
1714,0.9455127502073734,FALSE,0.68982287007384,1755,12,18,FALSE
1715,0.9769170643668265,FALSE,0.8530414872802794,1858,13,14,FALSE
1716,0.9681942260596206,FALSE,0.55311986990273,1171,12,11,FALSE
1717,0.9775228234826325,FALSE,1.238265274791047,905,17,19,FALSE
1718,0.9714453107318022,FALSE,0.9938846717122942,1255,19,13,FALSE
1719,0.7798030851888688,FALSE,0.5178962594363838,1775,9,18,FALSE
1720,0.9658923414912334,FALSE,0.8068703413009644,496,11,14,FALSE
1721,0.8983904432158883,FALSE,0.5635906115639955,1368,17,20,FALSE
1722,0.9645749402399152,FALSE,0.8288950512651354,1317,14,12,FALSE
1723,0.9945654074859966,FALSE,0.9204861905891448,1158,12,11,FALSE
1724,0.9121889041941145,FALSE,1.2956891586072743,332,8,16,FALSE
1725,0.9736334933660585,FALSE,1.0774740781635046,1961,18,17,FALSE
1726,0.9930125308555552,FALSE,0.7658736200537533,1816,16,10,FALSE
1727,0.9130777054499003,FALSE,1.3373522167094052,911,9,17,FALSE
1728,0.9782193650465667,FALSE,1.1963779844809324,1519,11,16,FALSE
1729,0.8653418162450038,FALSE,1.1036141254007816,1308,10,19,FALSE
1730,0.9963433556497748,FALSE,1.10893939062953,1489,16,11,FALSE
1731,0.9730697598707465,FALSE,1.214979570824653,482,14,18,FALSE
1732,0.9963543587334809,TRUE,0.9264886656310409,368,19,9,FALSE
1733,0.9485684509361895,FALSE,0.6098564406856894,1789,9,13,FALSE
1734,0.9394167942276778,FALSE,0.6388773915823549,748,9,18,FALSE
1735,0.9979230381443185,TRUE,1.1955041238106787,1068,13,8,FALSE
1736,0.9788326526651209,FALSE,1.0566627336665988,347,16,16,FALSE
1737,0.9663982675420557,FALSE,1.1884465469047427,1816,18,19,FALSE
1738,0.9776871043518959,FALSE,0.9504592106677592,1748,16,9,FALSE
1739,0.9298400463850729,FALSE,0.682803972857073,1434,12,10,FALSE
1740,0.9690930702411825,FALSE,1.1625168472528458,395,17,18,FALSE
1741,0.983387127149122,TRUE,0.935907464241609,1326,15,9,FALSE
1742,0.9967217441051314,FALSE,1.4104845004621893,308,16,10,FALSE
1743,0.9481436467691249,FALSE,0.8242729995399714,1024,12,17,FALSE
1744,0.9157538038352933,FALSE,0.5322422862518579,1577,13,18,FALSE
1745,0.9864843341403905,FALSE,1.3430409475695342,940,15,15,FALSE
1746,0.9941606444735365,FALSE,1.237028655828908,1254,13,14,FALSE
1747,0.977338866675207,FALSE,0.9383874428458512,749,20,20,FALSE
1748,0.9370219879641456,FALSE,1.0574337835423648,732,17,20,FALSE
1749,0.9571898813638476,FALSE,1.0394348974805325,584,14,16,FALSE
1750,0.9757344496785034,FALSE,1.2867485827300698,1460,10,19,FALSE
1751,0.9945974710639612,FALSE,0.9993015497457236,729,11,8,FALSE
1752,0.997591672809729,TRUE,1.3801084307488054,1818,20,8,FALSE
1753,0.9867528178443182,FALSE,1.2805560671258718,672,19,17,FALSE
1754,0.9417548354562453,FALSE,1.176327554276213,1566,8,14,FALSE
1755,0.9351184843871647,FALSE,1.4208213204983622,1221,11,18,FALSE
1756,0.9828741900343921,FALSE,0.8141004976350814,1764,16,13,FALSE
1757,0.9897971602091601,FALSE,0.9991783623117954,1490,19,15,FALSE
1758,0.9893400845178245,TRUE,0.9559861274901778,638,14,14,FALSE
1759,0.9924240847471671,FALSE,0.6940760603174567,729,18,13,FALSE
1760,0.9685125168676363,FALSE,0.62543156230822206,1173,16,18,FALSE
1761,0.9787594599925042,FALSE,0.6300350010860711,565,15,15,FALSE
1762,0.994736116234524,TRUE,1.0231489872094244,1698,14,9,FALSE
1763,0.9900229990791803,FALSE,1.4044377079699188,1559,15,14,FALSE
1764,0.9936499616267366,FALSE,1.2515691970475018,656,18,13,FALSE
1765,0.9546627208669682,FALSE,0.9330339678563178,1994,10,15,FALSE
1766,0.9922766337864752,FALSE,0.6829741348046809,598,19,11,FALSE
1767,0.9927546022727313,FALSE,1.249330124584958,425,17,11,FALSE
1768,0.9161201107979556,FALSE,0.51120959315449,688,11,15,FALSE
1769,0.9220564341127486,FALSE,1.2396240402013063,1632,9,18,FALSE
1770,0.9325026400862033,FALSE,1.3824512667488307,1510,12,18,FALSE
1771,0.9502121286270899,FALSE,1.2096842634491622,1080,17,20,FALSE
1772,0.9648348717676539,FALSE,0.8155579778831452,1850,17,18,FALSE
1773,0.9540236083416838,FALSE,1.182754632551223,1804,9,17,FALSE
1774,0.9717492684548896,FALSE,1.2704964089207351,1882,9,13,FALSE
1775,0.998959907485686,TRUE,1.1892282993067056,533,13,8,FALSE
1776,0.9126939833026078,FALSE,0.6690602824091911,1025,11,15,FALSE
1777,0.9758042803863612,FALSE,1.165093968855217,1386,16,18,FALSE
1778,0.987376838980191,FALSE,1.3115122017916292,572,19,16,FALSE
1779,0.9962133752074683,TRUE,1.131628222297877,568,18,8,FALSE
1780,0.8739414555997781,FALSE,1.0146834256593138,1851,8,18,FALSE
1781,0.9935848136790172,TRUE,1.2356471933890134,347,14,12,FALSE
1782,0.9531727275169306,FALSE,0.645351393846795,785,17,16,FALSE
1783,0.9929010488164906,FALSE,1.377429296495393,708,19,15,FALSE
1784,0.9421365894924447,FALSE,0.9834446120075881,1507,10,15,FALSE
1785,0.991631242721521,FALSE,1.4665210950188339,1621,16,14,FALSE
1786,0.7686995986290938,FALSE,1.0221488722600043,536,8,18,FALSE
1787,0.9477317014299614,FALSE,0.7164922808296978,1605,13,17,FALSE
1788,0.9181096984841103,FALSE,0.7984225791878998,1510,13,20,FALSE
1789,0.9942178408034864,FALSE,0.9786072866991162,490,12,9,FALSE
1790,0.9609296734567744,FALSE,1.0607199806254357,1698,18,19,FALSE
1791,0.9892767648373154,FALSE,0.8639097402337939,562,18,11,FALSE
1792,0.9870746008326083,FALSE,1.1805335539393127,1666,15,16,FALSE
1793,NaN,FALSE,0.6476172481197864,740,8,18,FALSE
1794,0.9587776743302932,FALSE,0.6581804868765175,1693,11,14,FALSE
1795,0.9213737480039762,FALSE,0.7183458036743104,1919,11,18,FALSE
1796,0.9553769625044858,FALSE,0.6425809606444091,1015,14,18,FALSE
1797,0.9941021361744524,FALSE,1.035449638031423,1512,8,9,FALSE
1798,0.9883014479851087,FALSE,1.102206969866529,354,10,9,FALSE
1799,0.9752584990411122,FALSE,0.5857686453964561,1052,13,11,FALSE
1800,0.9388975443351761,FALSE,0.8213521724101156,543,10,20,FALSE
1801,0.8918984100691331,FALSE,1.36723280698061,1582,8,19,FALSE
1802,0.9805267170920632,FALSE,0.7305412220302969,414,19,17,FALSE
1803,0.9595248862786079,FALSE,0.7588402819819748,1024,10,14,FALSE
1804,0.9536452834597009,FALSE,0.7138354193884879,589,15,18,FALSE
1805,0.9755736734719224,FALSE,0.9510204261168838,858,8,10,FALSE
1806,0.9847027271665499,FALSE,0.9088204079307616,1918,19,16,FALSE
1807,0.9844078364929015,FALSE,1.0670880791731179,1392,20,15,FALSE
1808,0.9575865492670553,FALSE,0.7227630442939699,925,11,15,FALSE
1809,0.9735165986652597,FALSE,1.3753528862725943,1419,12,14,FALSE
1810,0.5196762713831155,FALSE,0.988625262863934,1427,8,20,FALSE
1811,0.9954055063950811,FALSE,1.2031056541018188,1972,20,15,FALSE
1812,0.973452161611355,FALSE,1.3807671922259033,483,14,16,FALSE
1813,0.9810919173797917,FALSE,1.3210669250693172,1830,19,16,FALSE
1814,0.9181794946819781,FALSE,0.5935977117624134,697,16,20,FALSE
1815,0.9877345739511274,FALSE,0.8223521318286657,1662,11,10,FALSE
1816,0.9845873796257407,FALSE,0.849854456493631,1158,14,17,FALSE
1817,0.8910475852540024,FALSE,1.231068898923695,1234,8,16,FALSE
1818,0.9856446821372111,TRUE,0.8954031851608306,891,15,12,FALSE
1819,0.9544495035698245,FALSE,0.5731008001603186,1138,18,15,FALSE
1820,0.988216412381097,FALSE,1.3559225334320217,1048,8,9,FALSE
1821,0.9411097460907456,FALSE,0.7116676250007004,1262,10,15,FALSE
1822,0.9928602756358346,TRUE,1.258417082251981,1133,15,13,FALSE
1823,0.9452479917721083,FALSE,0.5850947366561741,1980,19,16,FALSE
1824,0.9782276007482228,FALSE,1.2562839561142027,790,17,20,FALSE
1825,0.9916411350177465,FALSE,1.2489109446760267,989,17,13,FALSE
1826,0.974735648256807,FALSE,0.7505576575640589,564,20,10,FALSE
1827,0.9907157996880723,FALSE,1.1022387421689928,1151,17,12,FALSE
1828,0.8919430299996912,FALSE,0.7341908803209662,1476,16,20,FALSE
1829,0.956620313729094,FALSE,1.1975616256240755,800,17,19,FALSE
1830,0.9668288794198361,FALSE,0.9178070051129907,1303,17,20,FALSE
1831,0.9142139424980481,FALSE,0.5516382032074034,993,11,17,FALSE
1832,0.9958887100555835,FALSE,1.2053759119007736,426,18,14,FALSE
1833,0.9653117054287492,FALSE,1.0964326485991478,924,15,17,FALSE
1834,0.9877304272948398,TRUE,0.6826513742562383,844,17,8,FALSE
1835,0.9338345192768502,FALSE,0.5840291313361377,1345,19,12,FALSE
1836,0.9740777943664023,FALSE,0.7346745557151735,1814,11,13,FALSE
1837,0.9958644066492657,FALSE,1.3417763013858348,731,17,8,FALSE
1838,0.9812253218046902,FALSE,1.0797077654860914,810,8,10,FALSE
1839,0.9734398981057252,FALSE,0.8722833746578544,682,14,15,FALSE
1840,0.9890275109037148,FALSE,0.5901721769478172,1718,19,10,FALSE
1841,0.966213704127719,FALSE,0.9466468067839742,405,16,16,FALSE
1842,0.9382357820825966,FALSE,0.8314036338124424,324,14,19,FALSE
1843,0.9942713298128063,FALSE,1.4557766618672758,1554,11,13,FALSE
1844,0.9318352018484131,FALSE,1.1732062515802681,1849,14,19,FALSE
1845,0.9879870631170808,FALSE,1.3265257980674505,1319,15,12,FALSE
1846,0.9843007847093492,FALSE,0.9479101542383432,479,8,10,FALSE
1847,0.9922280952786234,TRUE,0.7468324147630483,1561,11,8,FALSE
1848,0.9965772296124259,TRUE,1.1472333569545299,1148,11,9,FALSE
1849,0.9507444619450416,FALSE,0.9750160805415362,378,8,13,FALSE
1850,0.9983149455716621,TRUE,1.109334205975756,363,14,13,FALSE
1851,0.9473975066435869,FALSE,1.260865222197026,954,9,16,FALSE
1852,0.9044791501083198,FALSE,0.8809035564772785,1791,12,20,FALSE
1853,0.9857839753473985,FALSE,1.308936117682606,945,9,11,FALSE
1854,0.9718847681448607,FALSE,1.4368663898203522,1821,11,12,FALSE
1855,0.9829210510264023,FALSE,1.0132643124088645,756,20,16,FALSE
1856,0.9036098527176055,FALSE,0.6816789666190743,1508,13,20,FALSE
1857,0.954578736034128,FALSE,0.5948734974954277,1369,9,16,FALSE
1858,0.9560212366912673,FALSE,1.0419854673091322,448,9,14,FALSE
1859,0.982933573284856,FALSE,1.4192430430557579,640,15,15,FALSE
1860,0.9986749166142314,TRUE,1.3066153810359538,1502,19,9,FALSE
1861,0.9809083858563599,FALSE,0.6337822284549475,1585,19,17,FALSE
1862,0.9680628340512941,FALSE,0.9587133878376335,1308,9,11,FALSE
1863,0.9828253431608412,FALSE,0.7187737203203142,1504,20,17,FALSE
1864,0.9898896669085235,FALSE,0.9884757765103132,679,20,17,FALSE
1865,0.9641790012051475,FALSE,0.8795686126686633,895,15,19,FALSE
1866,0.9623210346039047,FALSE,0.8656850811094046,1308,15,19,FALSE
1867,0.9859040183846863,FALSE,0.786213660845533,1920,16,12,FALSE
1868,0.987408550836035,FALSE,1.137029544916004,1231,11,13,FALSE
1869,0.9693824292365242,TRUE,0.5415439757052809,1578,18,9,TRUE
1870,0.9920050830755643,FALSE,0.7755709332413971,1616,19,10,FALSE
1871,0.9044092559911452,FALSE,1.4736377173103392,637,12,19,FALSE
1872,0.994302697975405,FALSE,0.8461459018290043,1971,12,10,FALSE
1873,0.9936601374109231,FALSE,0.7740064118988812,1540,12,9,FALSE
1874,0.9625079626627323,FALSE,0.6340890945866704,738,16,18,FALSE
1875,0.9755162625778829,TRUE,0.6877555605024099,1183,17,8,FALSE
1876,0.9927963818089087,FALSE,1.3132310749497265,355,11,13,FALSE
1877,0.9602156570481448,FALSE,1.2286017297301441,1426,15,19,FALSE
1878,0.9776642025102283,FALSE,1.365812584059313,1955,14,15,FALSE
1879,0.9481904504771094,FALSE,0.7769329221919179,1343,13,16,FALSE
1880,0.9162176592535827,FALSE,0.5987890970427543,1532,14,19,FALSE
1881,0.9219107055400508,FALSE,0.8450430766679347,1915,9,16,FALSE
1882,0.9915808503092489,FALSE,1.0668635396286845,326,18,11,FALSE
1883,0.97986945721851,FALSE,0.9081699119415134,1896,14,16,FALSE
1884,0.9939209511024705,FALSE,1.127958029974252,1929,18,12,FALSE
1885,0.8811393546058937,FALSE,1.0018889443017542,1597,9,17,FALSE
1886,0.9908542830605169,FALSE,0.8934649196453393,729,18,12,FALSE
1887,0.949855164255427,TRUE,0.601061460794881,313,16,10,FALSE
1888,0.97958059305688,FALSE,0.6985823987051845,1425,19,17,FALSE
1889,0.9369302390539109,FALSE,1.4988632185850292,628,12,20,FALSE
1890,0.9985481937878143,TRUE,1.4384381924755871,1619,18,8,FALSE
1891,0.9818796673056659,FALSE,0.552838196977973,1914,14,14,FALSE
1892,0.8673868375550776,FALSE,0.6150239671114832,1875,14,20,FALSE
1893,0.9778287077453145,FALSE,0.6288979249075055,1731,15,14,FALSE
1894,0.9915577965597276,TRUE,1.416550908004865,1636,9,10,FALSE
1895,0.8806429100485458,FALSE,0.8227308755740523,597,13,20,FALSE
1896,0.9853639539278575,FALSE,0.6508895242586732,1137,16,13,FALSE
1897,0.8935791716656741,FALSE,1.4619616125710309,1445,8,14,FALSE
1898,0.9580402036250364,FALSE,1.1685405909083784,1209,12,16,FALSE
1899,0.9851718676424431,FALSE,0.6997691679280251,1704,20,14,FALSE
1900,0.9927328976613767,TRUE,0.8716059133876115,1817,16,13,FALSE
1901,0.9525531820636556,FALSE,1.2929229964502156,1970,12,17,FALSE
1902,0.9431725320737523,FALSE,0.6721952266525477,1055,11,15,FALSE
1903,0.9533914375783532,FALSE,1.0088161397725344,683,17,20,FALSE
1904,0.980370902011826,FALSE,0.7180859835352749,1961,8,10,FALSE
1905,0.9887773657607648,FALSE,0.8530238694511354,1414,19,16,FALSE
1906,0.9985370524485649,FALSE,1.1429360376205295,1149,16,9,FALSE
1907,0.9941209020773671,FALSE,0.9436702323146164,679,16,12,FALSE
1908,0.980516871487243,FALSE,0.8913403197657317,1334,8,9,FALSE
1909,0.9394754750821163,FALSE,0.539939207257703,1574,20,18,FALSE
1910,0.9904354472494806,TRUE,0.5660191704519093,504,13,9,FALSE
1911,0.9464898996701219,FALSE,1.1349103508982807,1243,10,17,FALSE
1912,0.9924259260519193,TRUE,1.2978292242623866,1687,19,9,FALSE
1913,0.98795226954686,TRUE,0.9948782289866358,1356,11,10,FALSE
1914,0.9096874638662215,FALSE,0.8725430907215923,1827,9,17,FALSE
1915,0.996782002394877,TRUE,0.7916237774770707,1050,18,9,TRUE
1916,0.861105316596458,FALSE,1.2815141396131366,937,9,18,FALSE
1917,0.9824237558613523,FALSE,0.8249858808703721,854,10,10,FALSE
1918,0.9541422674928179,FALSE,0.7397987889125943,1135,10,11,FALSE
1919,0.9870920185995427,FALSE,1.1977506482508034,1683,10,14,FALSE
1920,0.9995391838873555,TRUE,1.0191941037774086,664,16,9,FALSE
1921,0.9718950295372125,FALSE,0.6165718806441873,671,8,10,FALSE
1922,0.977587905021965,FALSE,1.1137017859146,1365,9,10,FALSE
1923,0.9119214761346319,FALSE,0.8544418148230761,314,11,19,FALSE
1924,0.9894143557215858,FALSE,1.1668777032755315,314,14,9,FALSE
1925,0.8986914476496354,FALSE,1.1247393984813243,1908,10,15,FALSE
1926,0.9978202955788438,TRUE,1.4356722326483577,1844,19,10,FALSE
1927,0.9784146964699781,FALSE,0.9503261556383222,1643,17,18,FALSE
1928,0.9845014095453669,TRUE,1.1949121146462858,1710,10,13,FALSE
1929,0.9472798653180299,FALSE,0.7989634454715997,928,11,16,FALSE
1930,0.8823078515920978,FALSE,0.725278691155836,1572,10,20,FALSE
